Game	Category	Start	Click	End	Tournament	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	2.5	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	4	Save	3.5	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	4	Out	0	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	3.5	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Out	6	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	3	Save	4	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Save	1.5	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	4.5	Australia - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	5	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Out	6	
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	2	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Out	0	
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	2	Save	3.5	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Out	0	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	4	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Out	0	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	3	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	1	Save	1.5	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	5	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	1	Save	5	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	4	Save	1	Australia - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Goal	4	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	5	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Goal	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	3.5	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	2.5	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	2	Australia - Player 3
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	5	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	2.5	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Out	6	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Out	0	
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Out	0	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	1.5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	2	Save	4	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	2	Save	4	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	1	Save	2	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	4	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	3	Save	1.5	Australia - Player 3
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	1	Save	3.5	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	4.5	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	4	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	2	Ukraine - Player 3
Ukraine vs Australia	Penalty Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	1	Out	6	
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	5	Save	1.5	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	1.5	Australia - Player 3
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	4.5	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	4	Save	1	Australia - Player 3
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Save	1	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Out	6	
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	5	Goal	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Save	2	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 7	3	Save	2	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	4	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Save	1	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	4	Ukraine - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	3	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Save	1	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	5	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	1.5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	3	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	4	Save	2	Australia - Player 3
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	4	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	4.5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	5	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Goal	4	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	4	Save	4	Ukraine - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	1	Save	3.5	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	2	Goal	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Save	4	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	4	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	5	Goal	3.5	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	3	Goal	4	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Out	0	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	4	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	4	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 7	3	Out	0	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Save	5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	4	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	5	Save	2.5	Ukraine - Player 7
Ukraine vs Australia	Penalty Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	4	Save	2	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	4	Ukraine - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Save	4	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	3	Save	5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 3	2	Save	4	Ukraine - Player 5
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	3	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	3	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Out	0	
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	1	Out	0	
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	3	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	3	Australia - Player 9
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	1	Save	1	Australia - Player 3
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	2	Save	1	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Save	1.5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	5	Save	1	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 3	2	Save	4	Australia - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	4	Save	4.5	Australia - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 9	5	Save	3	Ukraine - Player 7
Ukraine vs Australia	Shot Australia	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Australia - Player 7	5	Save	2	Ukraine - Player 3
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Goal	5	Australia - Player 7
Ukraine vs Australia	Shot Ukraine	00:00	00:00	00:00	Preliminary Worlds 2026 G1 M	Ukraine - Player 5	5	Goal	4.5	Australia - Player 7
Ukraine vs Australia	T-END				Preliminary Worlds 2026 G1 M					
